Action;Time;ISIN;Ticker;Name;ID;No. of shares;Price / share;Currency (Price / share);Total;Withholding tax;Currency (Withholding tax);Stamp duty reserve tax;Currency (Stamp duty reserve tax);Currency conversion fee;Currency (Currency conversion fee);French transaction tax;Currency (French transaction tax)
Market buy;2024-07-09 13:36:09.306;US5949181045;MSFT;Microsoft;EOF17155999845;0.0640756000;465.59;USD;27.60;;;;;0.04;EUR;;
Market buy;2024-07-09 13:36:09.306;US67066G1040;NVDA;Nvidia;EOF17155999848;0.2273510000;131.22;USD;27.60;;;;;0.04;EUR;;
Market buy;2024-07-09 13:36:11.784;US86800U3023;SMCI;Super Micro Computer;EOF17155999916;0.0028349000;915.00;USD;2.40;;;;;;;;
Dividend (Dividend);30/09/2024 10:52;US3765361080;GOOD;Gladstone Commercial;;10.404.860.000;0.09;USD;0.08;0.02;USD;;;;;;
Market buy;2024-07-11 07:05:35.484;NL0010273215;ASML;ASML;EOF17253223628;0.0205898800;1010.20;EUR;20.80;;;;;;;;
Market buy;2024-07-11 07:05:37.086;NL0012969182;ADYEN;Adyen;EOF17253223735;0.0183388200;1134.20;EUR;20.80;;;;;;;;
Market buy;2024-07-11 11:17:39.207;GB00B4WFW713;LMP;LondonMetric Property;EOF17300200172;100.000.000.000;197.30;GBX;23.57;;;0.12;EUR;0.04;EUR;;
Dividend (Dividend);25/10/2024 10:38;US8718291078;SYY;Sysco;;0.2025280000;0.43;USD;0.08;0.02;USD;;;;;;
Dividend (Dividend);23/12/2024 13:06;US09290D1019;BLK;BlackRock;;0.0197314000;4.34;USD;0.08;0.02;USD;;;;;;
Market buy;2024-07-11 13:36:41.581;US67066G1040;NVDA;Nvidia;EOF17300241310;0.1484785000;134.67;USD;18.40;;;;;0.03;EUR;;
Market buy;2024-07-11 13:36:42.041;US5949181045;MSFT;Microsoft;EOF17300241327;0.0430690000;464.12;USD;18.40;;;;;0.03;EUR;;
Market buy;2024-07-11 13:36:43.693;US86800U3023;SMCI;Super Micro Computer;EOF17300241522;0.0019233000;904.00;USD;1.60;;;;;;;;
Dividend (Dividend);09/02/2024 11:12;US00123Q1040;AGNC;AGNC Investment;;0.7672600000;0.10;USD;0.07;0.01;USD;;;;;;
Market buy;2024-07-15 07:05:20.507;NL0012969182;ADYEN;Adyen;EOF17400334792;0.0180429300;1152.80;EUR;20.80;;;;;;;;
Market buy;2024-07-15 07:05:20.68;NL0010273215;ASML;ASML;EOF17400334825;0.0206594100;1006.80;EUR;20.80;;;;;;;;
Dividend (Dividend);29/02/2024 13:39;US5021751020;LTC;LTC Properties;;0.4722710000;0.16;USD;0.07;0.01;USD;;;;;;
Dividend (Dividend);20/03/2024 09:32;US74348T1025;PSEC;Prospect Capital;;14.108.800.000;0.05;USD;0.07;0.01;USD;;;;;;
Dividend (Dividend);02/04/2024 11:17;US4943681035;KMB;Kimberly-Clark;;0.0714769000;1.04;USD;0.07;0.01;USD;;;;;;
Dividend (Dividend);15/04/2024 13:25;US14149Y1082;CAH;Cardinal Health;;0.1841867000;0.43;USD;0.07;0.01;USD;;;;;;
Dividend (Dividend);15/04/2024 13:42;US7561091049;O;Realty Income;;0.3551120000;0.22;USD;0.07;0.01;USD;;;;;;
Dividend (Dividend);15/05/2024 11:58;US7561091049;O;Realty Income;;0.3551120000;0.22;USD;0.07;0.01;USD;;;;;;
Market buy;2024-07-15 13:36:50.911;US86800U3023;SMCI;Super Micro Computer;EOF17502148899;0.0018173000;959.31;USD;1.60;;;;;;;;
Market buy;2024-07-15 13:36:50.934;US5949181045;MSFT;Microsoft;EOF17502148905;0.0441354000;454.27;USD;18.40;;;;;0.03;EUR;;
Market buy;2024-07-15 13:36:51.01;US67066G1040;NVDA;Nvidia;EOF17502148908;0.1542410000;129.99;USD;18.40;;;;;0.03;EUR;;
Market buy;2024-07-16 07:05:07.416;NL0012969182;ADYEN;Adyen;EOF17505662148;0.0277480400;1124.40;EUR;31.20;;;;;;;;
Market buy;2024-07-16 07:05:09.088;NL0010273215;ASML;ASML;EOF17505662250;0.0316943000;984.40;EUR;31.20;;;;;;;;
Market buy;2024-07-16 13:35:14.953;US86800U3023;SMCI;Super Micro Computer;EOF17550526862;0.0029073000;896.54;USD;2.40;;;;;;;;
Market buy;2024-07-16 13:35:15.071;US67066G1040;NVDA;Nvidia;EOF17550526874;0.2343655000;127.91;USD;27.60;;;;;0.04;EUR;;
Market buy;2024-07-16 13:35:16.107;US5949181045;MSFT;Microsoft;EOF17550527067;0.0661204000;453.38;USD;27.60;;;;;0.04;EUR;;
Market buy;2024-07-18 07:05:40.62;NL0012969182;ADYEN;Adyen;EOF17603288883;0.0181405000;1146.60;EUR;20.80;;;;;;;;
Market buy;2024-07-18 07:05:40.686;NL0010273215;ASML;ASML;EOF17603288886;0.0238722000;871.30;EUR;20.80;;;;;;;;
Dividend (Dividend);05/06/2024 11:28;US0394831020;ADM;Archer-Daniels-Midland;;0.1725260000;0.43;USD;0.07;0.01;USD;;;;;;
Market buy;2024-07-18 13:35:11.09;US67066G1040;NVDA;Nvidia;EOF17604447768;0.1650189000;121.54;USD;18.40;;;;;0.03;EUR;;
Market buy;2024-07-18 13:35:11.191;US5949181045;MSFT;Microsoft;EOF17604447774;0.0452619000;443.09;USD;18.40;;;;;0.03;EUR;;
Market buy;2024-07-18 13:35:13.361;US86800U3023;SMCI;Super Micro Computer;EOF17604447851;0.0021065000;827.90;USD;1.60;;;;;;;;
Market buy;2024-07-22 07:06:06.003;NL0012969182;ADYEN;Adyen;EOF17750485300;0.0185680200;1120.20;EUR;20.80;;;;;;;;
Market buy;2024-07-22 07:06:06.137;NL0010273215;ASML;ASML;EOF17750485310;0.0249848000;832.50;EUR;20.80;;;;;;;;
Dividend (Dividend);14/06/2024 12:40;US7561091049;O;Realty Income;;0.3551120000;0.22;USD;0.07;0.01;USD;;;;;;
Market buy;2024-07-22 13:35:05.567;US5949181045;MSFT;Microsoft;EOF17852314173;0.0453671000;440.79;USD;18.40;;;;;0.03;EUR;;
Market buy;2024-07-22 13:35:05.703;US67066G1040;NVDA;Nvidia;EOF17852314197;0.1653617000;120.93;USD;18.40;;;;;0.03;EUR;;
Market buy;2024-07-22 13:35:06.153;US86800U3023;SMCI;Super Micro Computer;EOF17852314213;0.0021690000;801.65;USD;1.60;;;;;;;;
Market buy;2024-07-23 07:05:35.046;NL0010273215;ASML;ASML;EOF17854771395;0.0364996000;854.80;EUR;31.20;;;;;;;;
Market buy;2024-07-23 07:05:41.448;NL0012969182;ADYEN;Adyen;EOF17854771863;0.0275617400;1132.00;EUR;31.20;;;;;;;;
Market buy;2024-07-23 13:35:40.031;US5949181045;MSFT;Microsoft;EOF17900426467;0.0673535000;443.91;USD;27.60;;;;;0.04;EUR;;
Market buy;2024-07-23 13:35:40.112;US67066G1040;NVDA;Nvidia;EOF17900426475;0.2411785000;123.97;USD;27.60;;;;;0.04;EUR;;
Market buy;2024-07-23 13:35:40.247;US86800U3023;SMCI;Super Micro Computer;EOF17900426494;0.0033591000;773.97;USD;2.40;;;;;;;;
Dividend (Dividend);24/07/2024 09:46;US17275R1023;CSCO;Cisco Systems;;0.2145840000;0.34;USD;0.07;0.01;USD;;;;;;
Market buy;2024-07-24 13:35:26.976;US5949181045;MSFT;Microsoft;EOF17950135519;0.0453147000;438.97;USD;18.35;;;;;0.03;EUR;;
Market buy;2024-07-24 13:35:26.999;US46625H1005;JPM;JPMorgan Chase & Co;EOF17950135524;0.0103949000;211.67;USD;2.03;;;;;;;;
Market buy;2024-07-24 13:35:27.066;US4592001014;IBM;IBM;EOF17950135537;0.0119212000;184.57;USD;2.03;;;;;;;;
Market buy;2024-07-24 13:35:27.099;US0378331005;AAPL;Apple;EOF17950135547;0.0992554000;222.68;USD;20.39;;;;;0.03;EUR;;
Market buy;2024-07-24 13:35:27.125;US1912161007;KO;Coca-Cola;EOF17950135552;0.0339210000;64.87;USD;2.03;;;;;;;;
Market buy;2024-07-24 13:35:27.147;CA1363851017;CNQ;Canadian Natural Resources;EOF17950135563;0.0631180000;34.86;USD;2.03;;;;;;;;
Market buy;2024-07-24 13:35:27.217;CA7800871021;RY;Royal Bank of Canada;EOF17950135579;0.0199257000;110.43;USD;2.03;;;;;;;;
Market buy;2024-07-24 13:35:27.217;US1101221083;BMY;Bristol-Myers Squibb;EOF17950135576;0.0506180000;43.47;USD;2.03;;;;;;;;
Market buy;2024-07-24 13:35:27.243;US7561091049;O;Realty Income;EOF17950135584;0.0382360000;57.55;USD;2.03;;;;;;;;
Market buy;2024-07-24 13:35:27.283;US7427181091;PG;Procter & Gamble;EOF17950135600;0.0132642000;165.89;USD;2.03;;;;;;;;
Market buy;2024-07-24 13:35:27.412;AN8068571086;SLB;Schlumberger;EOF17950135610;0.0223770000;48.92;USD;1.01;;;;;;;;
Market buy;2024-07-24 13:35:27.53;CA8911605092;TD;Toronto-Dominion Bank;EOF17950135615;0.0188790000;57.99;USD;1.01;;;;;;;;
Market buy;2024-07-24 13:35:27.554;US74144T1088;TROW;T Rowe Price;EOF17950135624;0.0093214000;117.45;USD;1.01;;;;;;;;
Market buy;2024-07-24 13:35:27.658;US17275R1023;CSCO;Cisco Systems;EOF17950135642;0.0235840000;46.42;USD;1.01;;;;;;;;
Market buy;2024-07-24 13:35:27.749;US8552441094;SBUX;Starbucks;EOF17950135655;0.0145170000;75.41;USD;1.01;;;;;;;;
Market buy;2024-07-24 13:35:27.768;US3546131018;BEN;Franklin Resources;EOF17950135658;0.0470070000;23.29;USD;1.01;;;;;;;;
Market buy;2024-07-24 13:35:27.813;US4781601046;JNJ;Johnson & Johnson;EOF17950135670;0.0144030000;152.78;USD;2.03;;;;;;;;
Market buy;2024-07-24 13:35:27.83;US2910111044;EMR;Emerson Electric;EOF17950135676;0.0093190000;117.48;USD;1.01;;;;;;;;
Market buy;2024-07-24 13:35:27.843;US85254J1025;STAG;STAG Industrial;EOF17950135679;0.0271030000;40.39;USD;1.01;;;;;;;;
Market buy;2024-07-24 13:35:28.082;US7134481081;PEP;PepsiCo;EOF17950135739;0.0132402000;166.19;USD;2.03;;;;;;;;
Market buy;2024-07-24 13:35:28.213;US5801351017;MCD;McDonald's;EOF17950135783;0.0088327000;249.13;USD;2.03;;;;;;;;
Market buy;2024-07-24 13:35:28.35;CH0044328745;CB;Chubb;EOF17950135815;0.0041579000;263.30;USD;1.01;;;;;;;;
Market buy;2024-07-24 13:35:28.43;US00123Q1040;AGNC;AGNC Investment;EOF17950135837;0.1063840000;10.29;USD;1.01;;;;;;;;
Market buy;2024-07-24 13:35:28.493;US0010551028;AFL;Aflac;EOF17950135854;0.0115720000;94.60;USD;1.01;;;;;;;;
Market buy;2024-07-24 13:35:28.946;US8243481061;SHW;Sherwin-Williams;EOF17950135909;0.0031783000;344.46;USD;1.01;;;;;;;;
Market buy;2024-07-24 13:35:29.102;US6935061076;PPG;PPG Industries;EOF17950135918;0.0086136000;127.10;USD;1.01;;;;;;;;
Market buy;2024-07-24 13:35:29.184;US09290D1019;BLK;BlackRock;EOF17950135939;0.0012922000;847.18;USD;1.01;;;;;;;;
Market buy;2024-07-24 13:35:29.196;US2788651006;ECL;Ecolab;EOF17950135942;0.0044266000;247.32;USD;1.01;;;;;;;;
Market buy;2024-07-24 13:35:29.302;US4943681035;KMB;Kimberly-Clark;EOF17950135967;0.0080581000;135.85;USD;1.01;;;;;;;;
Market buy;2024-07-24 13:35:29.649;US9311421039;WMT;Walmart;EOF17950136005;0.0469060000;70.48;USD;3.05;;;;;;;;
Market buy;2024-07-24 13:35:30.15;US74348T1025;PSEC;Prospect Capital;EOF17950136063;0.1955000000;5.60;USD;1.01;;;;;;;;
Market buy;2024-07-24 13:35:30.362;US0084921008;ADC;Agree Realty;EOF17950136089;0.0161850000;67.64;USD;1.01;;;;;;;;
Market buy;2024-07-24 13:35:30.449;US8718291078;SYY;Sysco;EOF17950136107;0.0153140000;71.48;USD;1.01;;;;;;;;
Market buy;2024-07-24 13:35:30.449;US3695501086;GD;General Dynamics;EOF17950136104;0.0077213000;284.99;USD;2.03;;;;;;;;
Market buy;2024-07-24 13:35:30.644;US0394831020;ADM;Archer-Daniels-Midland;EOF17950136129;0.0174720000;62.66;USD;1.01;;;;;;;;
Market buy;2024-07-24 13:35:30.87;US4523081093;ITW;Illinois Tool Works;EOF17950136149;0.0044844000;244.13;USD;1.01;;;;;;;;
Market buy;2024-07-24 13:35:30.95;US7766961061;ROP;Roper Technologies;EOF17950136155;0.0020192000;542.17;USD;1.01;;;;;;;;
Market buy;2024-07-24 13:35:31.952;US57636Q1040;MA;Mastercard;EOF17950136223;0.0050930000;432.06;USD;2.03;;;;;;;;
Market buy;2024-07-24 13:35:33.841;US5486611073;LOW;Lowe's;EOF17950136468;0.0045830000;238.86;USD;1.01;;;;;;;;
Market buy;2024-07-24 13:35:38.604;US14149Y1082;CAH;Cardinal Health;EOF17950136859;0.0229000000;96.08;USD;2.03;;;;;;;;
Market buy;2024-07-24 13:35:39.442;US3765361080;GOOD;Gladstone Commercial;EOF17950136921;0.0740220000;14.79;USD;1.01;;;;;;;;
Market buy;2024-07-24 13:35:41.047;US0530151036;ADP;Automatic Data Processing;EOF17950137098;0.0043969000;248.99;USD;1.01;;;;;;;;
Market buy;2024-07-24 13:35:42.803;US58470H1014;MED;Medifast;EOF17950137327;0.0581050000;18.84;USD;1.01;;;;;;;;
Market buy;2024-07-24 13:35:52.098;US5021751020;LTC;LTC Properties;EOF17950138738;0.0582550000;37.77;USD;2.03;;;;;;;;
Market buy;2024-07-24 13:36:00.234;US6703461052;NUE;Nucor;EOF17950139848;0.0068207000;160.51;USD;1.01;;;;;;;;
Market buy;2024-07-24 13:37:02.064;US56035L1044;MAIN;Main Street Capital;EOF17950142631;0.0214150000;51.13;USD;1.01;;;;;;;;
Market buy;2024-07-24 13:37:07.628;US3848021040;GWW;WW Grainger;EOF17950142686;0.0011442000;957.00;USD;1.01;;;;;;;;
Market buy;2024-07-25 07:05:25.503;NL0010273215;ASML;ASML;EOF17953095079;0.0259318000;802.10;EUR;20.80;;;;;;;;
Market buy;2024-07-25 07:05:26.397;NL0012969182;ADYEN;Adyen;EOF17953095140;0.0197680000;1052.20;EUR;20.80;;;;;;;;
Market buy;2024-07-25 07:05:29.581;IE00BYVQ9F29;NQSE;iShares NASDAQ 100 EUR Hedged (Acc);EOF17953095432;21.800.360.000;11.49;EUR;25.04;;;;;;;;
Market buy;2024-07-25 07:05:29.821;IE00BFMXYP42;VUKG;Vanguard FTSE 100 (Acc);EOF17953095470;20.791.760.000;40.45;GBP;100.16;;;;;0.15;EUR;;
Market buy;2024-07-25 07:05:30.005;IE00B3WJKG14;IITU;iShares S&P 500 Information Technology Sector (Acc);EOF17953095490;26.382.993.500;2390.50;GBX;75.12;;;;;0.11;EUR;;
Market buy;2024-07-25 07:05:30.094;IE00B1XNHC34;INRG;iShares Global Clean Energy (Dist);EOF17953095503;33.705.167.000;623.75;GBX;25.04;;;;;0.04;EUR;;
Market buy;2024-07-25 07:05:30.31;IE00B3XXRP09;VUSA;Vanguard S&P 500 (Dist);EOF17953095552;13.129.980.000;80.06;GBP;125.20;;;;;0.19;EUR;;
Market buy;2024-07-25 07:05:30.397;IE00BGL86Z12;ECAR;iShares Electric Vehicles & Driving Technology (Acc);EOF17953095564;71.640.500.000;7.56;USD;50.08;;;;;0.08;EUR;;
Market buy;2024-07-25 07:05:30.702;IE00B8GKDB10;VHYL;Vanguard FTSE All-World High Dividend Yield (Dist);EOF17953095588;0.8139690000;51.66;GBP;50.08;;;;;0.08;EUR;;
Market buy;2024-07-25 07:05:32.37;IE00BK5BCD43;AIAI;L&G Artificial Intelligence (Acc);EOF17953095757;28.390.400.000;19.08;USD;50.08;;;;;0.08;EUR;;
Market buy;2024-07-25 13:36:01.008;US5949181045;MSFT;Microsoft;EOF18001377264;0.0464706000;428.47;USD;18.40;;;;;0.03;EUR;;
Market buy;2024-07-25 13:36:01.03;US67066G1040;NVDA;Nvidia;EOF18001377276;0.1795104000;110.92;USD;18.40;;;;;0.03;EUR;;
Market buy;2024-07-25 13:36:01.602;US86800U3023;SMCI;Super Micro Computer;EOF18001377397;0.0025387000;682.00;USD;1.60;;;;;;;;
Dividend (Dividend);30/08/2024 10:50;US3765361080;GOOD;Gladstone Commercial;;0.8901060000;0.09;USD;0.07;0.01;USD;;;;;;
Market buy;2024-07-29 07:07:30.647;NL0012969182;ADYEN;Adyen;EOF18100496189;0.0190510100;1091.80;EUR;20.80;;;;;;;;
Market buy;2024-07-29 07:07:30.906;NL0010273215;ASML;ASML;EOF18100496198;0.0252089000;825.10;EUR;20.80;;;;;;;;
Market buy;2024-07-29 13:38:59.093;US5949181045;MSFT;Microsoft;EOF18203405610;0.0466204000;426.30;USD;18.40;;;;;0.03;EUR;;
Market buy;2024-07-29 13:38:59.205;US67066G1040;NVDA;Nvidia;EOF18203405613;0.1714040000;115.95;USD;18.40;;;;;0.03;EUR;;
Market buy;2024-07-29 13:38:59.353;US86800U3023;SMCI;Super Micro Computer;EOF18203405616;0.0023770000;727.00;USD;1.60;;;;;;;;
Dividend (Dividend);23/09/2024 09:19;US09290D1019;BLK;BlackRock;;0.0174160000;4.34;USD;0.07;0.01;USD;;;;;;
Dividend (Dividend manufactured payment);27/09/2024 12:57;US56035L1044;MAIN;Main Street Capital;;0.3042760000;0.26;USD;0.07;0.01;USD;;;;;;
Dividend (Dividend);10/10/2024 09:07;AN8068571086;SLB;Schlumberger;;0.2822690000;0.28;USD;0.07;0.00;USD;;;;;;
Dividend (Dividend);11/10/2024 10:29;US4523081093;ITW;Illinois Tool Works;;0.0596071000;1.28;USD;0.07;0.01;USD;;;;;;
Market buy;2024-07-31 16:53:14.329;US5021751020;LTC;LTC Properties;EOF18302329054;50.000.000.000;35.93;USD;166.49;;;;;0.25;EUR;;
Dividend (Dividend manufactured payment);15/11/2024 17:09;US56035L1044;MAIN;Main Street Capital;;0.3481300000;0.21;USD;0.07;0.01;USD;;;;;;
Dividend (Dividend);02/12/2024 10:33;US0010551028;AFL;Aflac;;0.1812456000;0.43;USD;0.07;0.01;USD;;;;;;
Dividend (Dividend manufactured payment);10/12/2024 12:15;US00123Q1040;AGNC;AGNC Investment;;0.7243676500;0.10;USD;0.07;0.01;USD;;;;;;
Market buy;2024-08-09 10:29:50.103;NL0010273215;ASML;ASML;EOF18703354886;0.1260000000;796.80;EUR;100.40;;;;;;;;
Dividend (Dividend);10/12/2024 12:26;US2910111044;EMR;Emerson Electric;;0.1611105000;0.45;USD;0.07;0.01;USD;;;;;;
Dividend (Dividend);12/12/2024 13:30;US6935061076;PPG;PPG Industries;;0.1203837000;0.58;USD;0.07;0.01;USD;;;;;;
Dividend (Dividend manufactured payment);13/12/2024 14:39;US56035L1044;MAIN;Main Street Capital;;0.3481300000;0.21;USD;0.07;0.01;USD;;;;;;
Dividend (Dividend);15/02/2024 12:22;US7561091049;O;Realty Income;;0.2726170000;0.22;USD;0.06;0.01;USD;;;;;;
Market buy;2024-08-14 10:13:03.463;IE00B3WJKG14;IITU;iShares S&P 500 Information Technology Sector (Acc);EOF19000279187;30.000.000.000;2379.50;GBX;83.32;;;;;0.12;EUR;;
Dividend (Dividend);15/03/2024 16:02;US7561091049;O;Realty Income;;0.3137210000;0.22;USD;0.06;0.01;USD;;;;;;
Dividend (Dividend);24/04/2024 09:04;US17275R1023;CSCO;Cisco Systems;;0.1910820000;0.34;USD;0.06;0.01;USD;;;;;;
Dividend (Dividend);30/04/2024 11:54;US3765361080;GOOD;Gladstone Commercial;;0.7357460000;0.09;USD;0.06;0.01;USD;;;;;;
Dividend (Dividend);30/05/2024 10:54;IE00B1XNHC34;INRG;iShares Global Clean Energy (Dist);;26.602.461.000;1.95;GBX;0.06;0.00;GBX;;;;;;
Dividend (Dividend);31/05/2024 12:15;US3765361080;GOOD;Gladstone Commercial;;0.7357460000;0.09;USD;0.06;0.01;USD;;;;;;
Dividend (Dividend);28/06/2024 14:46;US3765361080;GOOD;Gladstone Commercial;;0.7357460000;0.09;USD;0.06;0.01;USD;;;;;;
Dividend (Dividend);26/07/2024 09:37;US8718291078;SYY;Sysco;;0.1433210000;0.43;USD;0.06;0.01;USD;;;;;;
Dividend (Dividend);31/07/2024 09:18;US3765361080;GOOD;Gladstone Commercial;;0.8160840000;0.09;USD;0.06;0.01;USD;;;;;;
Market buy;2024-08-23 15:35:00.51;US5949181045;MSFT;Microsoft;EOF19452154673;10.000.000.000;415.72;USD;372.10;;;;;0.56;EUR;;
Market buy;2024-08-23 16:03:57.515;US5502411037;LUMN;Lumen Technologies;EOF19452158882;50.000.000.000;6.23;USD;27.91;;;;;0.04;EUR;;
Market buy;2024-08-26 07:00:17.424;NL0010273215;ASML;ASML;EOF19500271399;0.7000000000;811.50;EUR;568.05;;;;;;;;
Market buy;2024-08-26 07:42:36.612;IE00BYVQ9F29;NQSE;iShares NASDAQ 100 EUR Hedged (Acc);EOF19500279519;21.093.400.000;11.85;EUR;25.00;;;;;;;;
Market buy;2024-08-26 13:30:00.866;US7134481081;PEP;PepsiCo;EOF19550053092;0.0255093000;176.50;USD;4.04;;;;;0.01;EUR;;
Market buy;2024-08-26 13:30:01.093;US00123Q1040;AGNC;AGNC Investment;EOF19550053579;0.2196290000;10.25;USD;2.02;;;;;;;;
Market buy;2024-08-26 13:30:01.236;US8552441094;SBUX;Starbucks;EOF19550053861;0.0238720000;94.30;USD;2.02;;;;;;;;
Market buy;2024-08-26 13:30:01.507;US74348T1025;PSEC;Prospect Capital;EOF19550054624;0.4396800000;5.12;USD;2.02;;;;;;;;
Market buy;2024-08-26 13:30:01.507;US3765361080;GOOD;Gladstone Commercial;EOF19550054532;0.1503800000;14.97;USD;2.02;;;;;;;;
Market buy;2024-08-26 13:30:02.228;US17275R1023;CSCO;Cisco Systems;EOF19550056085;0.0443230000;50.79;USD;2.02;;;;;;;;
Market buy;2024-08-26 13:30:02.228;US3546131018;BEN;Franklin Resources;EOF19550056082;0.1064900000;21.14;USD;2.02;;;;;;;;
Market buy;2024-08-26 13:30:02.466;US1912161007;KO;Coca-Cola;EOF19550056856;0.0644850000;69.82;USD;4.04;;;;;0.01;EUR;;
Market buy;2024-08-26 13:30:02.751;US4943681035;KMB;Kimberly-Clark;EOF19550057572;0.0156583000;143.77;USD;2.02;;;;;;;;
Market buy;2024-08-26 13:30:02.751;US4592001014;IBM;IBM;EOF19550057613;0.0229339000;196.32;USD;4.04;;;;;0.01;EUR;;
Market buy;2024-08-26 13:30:02.859;CA1363851017;CNQ;Canadian Natural Resources;EOF19550058052;0.1216860000;37.00;USD;4.04;;;;;0.01;EUR;;
Market buy;2024-08-26 13:30:02.859;US8718291078;SYY;Sysco;EOF19550058055;0.0290060000;77.61;USD;2.02;;;;;;;;
Market buy;2024-08-26 13:30:03.175;US1101221083;BMY;Bristol-Myers Squibb;EOF19550059206;0.0934300000;48.19;USD;4.04;;;;;0.01;EUR;;
Market buy;2024-08-26 13:30:03.175;US7766961061;ROP;Roper Technologies;EOF19550059182;0.0040930000;550.00;USD;2.02;;;;;;;;
Market buy;2024-08-26 13:30:03.559;US85254J1025;STAG;STAG Industrial;EOF19550060749;0.0551350000;40.83;USD;2.02;;;;;;;;
Market buy;2024-08-26 13:30:03.559;CA8911605092;TD;Toronto-Dominion Bank;EOF19550060746;0.0378220000;59.52;USD;2.02;;;;;;;;
Market buy;2024-08-26 13:30:03.559;US58470H1014;MED;Medifast;EOF19550060754;0.1113900000;20.21;USD;2.02;;;;;;;;
Market buy;2024-08-26 13:30:03.559;US0010551028;AFL;Aflac;EOF19550060732;0.0209413000;107.50;USD;2.02;;;;;;;;
Market buy;2024-08-26 13:30:03.769;US74144T1088;TROW;T Rowe Price;EOF19550061551;0.0203544000;110.60;USD;2.02;;;;;;;;
Market buy;2024-08-26 13:30:03.769;US0530151036;ADP;Automatic Data Processing;EOF19550061554;0.0083070000;271.00;USD;2.02;;;;;;;;
Market buy;2024-08-26 13:30:03.967;US14149Y1082;CAH;Cardinal Health;EOF19550062422;0.0409905000;109.84;USD;4.04;;;;;0.01;EUR;;
Market buy;2024-08-26 13:30:03.967;US46625H1005;JPM;JPMorgan Chase & Co;EOF19550062301;0.0205466000;219.15;USD;4.04;;;;;0.01;EUR;;
Market buy;2024-08-26 13:30:04.26;US5801351017;MCD;McDonald's;EOF19550063421;0.0155483000;289.60;USD;4.04;;;;;0.01;EUR;;
Market buy;2024-08-26 13:30:04.26;US2788651006;ECL;Ecolab;EOF19550063424;0.0090792000;247.95;USD;2.02;;;;;;;;
Market buy;2024-08-26 13:30:04.472;US57636Q1040;MA;Mastercard;EOF19550064049;0.0096036000;468.83;USD;4.04;;;;;0.01;EUR;;
Market buy;2024-08-26 13:30:04.472;US0394831020;ADM;Archer-Daniels-Midland;EOF19550064046;0.0369080000;61.00;USD;2.02;;;;;;;;
Market buy;2024-08-26 13:30:04.472;US9311421039;WMT;Walmart;EOF19550064052;0.0889880000;75.90;USD;6.06;;;;;0.01;EUR;;
Market buy;2024-08-26 13:30:04.472;US0084921008;ADC;Agree Realty;EOF19550064055;0.0307140000;73.30;USD;2.02;;;;;;;;
Market buy;2024-08-26 13:30:05.002;US5949181045;MSFT;Microsoft;EOF19550065945;0.0973397000;416.76;USD;36.40;;;;;0.05;EUR;;
Market buy;2024-08-26 13:30:05.002;CH0044328745;CB;Chubb;EOF19550065890;0.0081267000;277.00;USD;2.02;;;;;;;;
Market buy;2024-08-26 13:30:05.46;US6703461052;NUE;Nucor;EOF19550067028;0.0148306000;151.80;USD;2.02;;;;;;;;
Market buy;2024-08-26 13:30:05.46;US4781601046;JNJ;Johnson & Johnson;EOF19550067094;0.0274112000;164.25;USD;4.04;;;;;0.01;EUR;;
Market buy;2024-08-26 13:30:05.684;US09290D1019;BLK;BlackRock;EOF19550067814;0.0025498000;882.84;USD;2.02;;;;;;;;
Market buy;2024-08-26 13:30:06.084;US3848021040;GWW;WW Grainger;EOF19550068960;0.0013673000;989.68;USD;1.21;;;;;;;;
Market buy;2024-08-26 13:30:06.084;US5021751020;LTC;LTC Properties;EOF19550068963;0.1233500000;36.50;USD;4.04;;;;;0.01;EUR;;
Market buy;2024-08-26 13:30:07.515;US3695501086;GD;General Dynamics;EOF19550070674;0.0153524000;293.27;USD;4.04;;;;;0.01;EUR;;
Market buy;2024-08-26 13:30:07.979;US0378331005;AAPL;Apple;EOF19550071131;0.1987066000;226.86;USD;40.45;;;;;0.06;EUR;;
Market buy;2024-08-26 13:30:08.127;US4523081093;ITW;Illinois Tool Works;EOF19550071266;0.0090366000;249.12;USD;2.02;;;;;;;;
Market buy;2024-08-26 13:30:08.851;AN8068571086;SLB;Schlumberger;EOF19550071638;0.0490560000;45.89;USD;2.02;;;;;;;;
Market buy;2024-08-26 13:30:08.953;CA7800871021;RY;Royal Bank of Canada;EOF19550071707;0.0388297000;115.96;USD;4.04;;;;;0.01;EUR;;
Market buy;2024-08-26 13:30:09.319;US7561091049;O;Realty Income;EOF19550071952;0.0732020000;61.51;USD;4.04;;;;;0.01;EUR;;
Market buy;2024-08-26 13:30:17.548;US56035L1044;MAIN;Main Street Capital;EOF19550072717;0.0450690000;49.95;USD;2.02;;;;;;;;
Market buy;2024-08-26 13:30:24.565;US3848021040;GWW;WW Grainger;EOF19550073177;0.0009024000;995.00;USD;0.80;;;;;;;;
Market buy;2024-08-26 13:30:36.435;US6935061076;PPG;PPG Industries;EOF19550073728;0.0177289000;126.99;USD;2.02;;;;;;;;
Market buy;2024-08-26 13:30:53.505;US8243481061;SHW;Sherwin-Williams;EOF19550074244;0.0062443000;360.50;USD;2.02;;;;;;;;
