Action;Time;ISIN;Ticker;Name;ID;No. of shares;Price / share;Currency (Price / share);Total;Withholding tax;Currency (Withholding tax);Stamp duty reserve tax;Currency (Stamp duty reserve tax);Currency conversion fee;Currency (Currency conversion fee);French transaction tax;Currency (French transaction tax)
Market buy;2024-01-02 14:43:14.382;NL0010273215;ASML;ASML;EOF8202683786;0.1600000000;659.70;EUR;105.55;;;;;;;;
Market buy;2024-01-02 14:43:42.456;US1912161007;KO;Coca-Cola;EOF8202684239;20.000.000.000;59.12;USD;108.09;;;;;0.16;EUR;;
Dividend (Dividend);27/12/2024 15:02;IE00B3XXRP09;VUSA;Vanguard S&P 500 (Dist);;248.128.340.000;0.24;GBP;7.30;0.00;GBP;;;;;;
Dividend (Dividend);10/12/2024 12:39;US4781601046;JNJ;Johnson & Johnson;;70.572.763.000;1.05;USD;7.04;1.31;USD;;;;;;
Dividend (Dividend manufactured payment);31/12/2024 14:26;US5021751020;LTC;LTC Properties;;439.754.260.000;0.16;USD;6.83;1.25;USD;;;;;;
Dividend (Dividend);27/05/2024 12:36;DE0006969603;PUM;Puma;;100.000.000.000;0.60;EUR;6.04;2.16;EUR;;;;;;
Dividend (Dividend);29/11/2024 12:32;US5021751020;LTC;LTC Properties;;389.754.260.000;0.16;USD;5.96;1.11;USD;;;;;;
Market buy;2024-01-19 08:05:16.256;IE00B1XNHC34;INRG;iShares Global Clean Energy (Dist);EOF9001329211;0.6853000000;625.00;GBX;5.00;;;;;0.01;EUR;;
Market buy;2024-01-19 08:05:16.633;IE00B8GKDB10;VHYL;Vanguard FTSE All-World High Dividend Yield (Dist);EOF9001329232;0.1766640000;48.49;GBP;9.99;;;;;0.01;EUR;;
Market buy;2024-01-19 08:05:16.661;IE00BFMXYP42;VUKG;Vanguard FTSE 100 (Acc);EOF9001329235;0.4648920000;36.85;GBP;20.00;;;;;0.03;EUR;;
Market buy;2024-01-19 08:05:19.889;IE00B3WJKG14;IITU;iShares S&P 500 Information Technology Sector (Acc);EOF9001329286;0.6415064900;2003.00;GBX;15.00;;;;;0.02;EUR;;
Market buy;2024-01-19 08:05:20.197;IE00BGL86Z12;ECAR;iShares Electric Vehicles & Driving Technology (Acc);EOF9001329306;15.492.200.000;7.01;USD;9.99;;;;;0.01;EUR;;
Market buy;2024-01-19 08:05:20.655;IE00B3XXRP09;VUSA;Vanguard S&P 500 (Dist);EOF9001329321;0.2990580000;71.61;GBP;25.00;;;;;0.04;EUR;;
Market buy;2024-01-19 08:05:27.013;IE00BYVQ9F29;NQSE;iShares NASDAQ 100 EUR Hedged (Acc);EOF9001329475;0.4840170000;10.33;EUR;5.00;;;;;;;;
Market buy;2024-01-19 08:05:28.634;IE00BK5BCD43;AIAI;L&G Artificial Intelligence (Acc);EOF9001329487;0.6013720000;18.06;USD;10.00;;;;;0.01;EUR;;
Market buy;2024-01-22 14:35:14.362;US7561091049;O;Realty Income;EOF9201358765;0.0381080000;57.09;USD;2.00;;;;;;;;
Market buy;2024-01-22 14:35:14.418;US46625H1005;JPM;JPMorgan Chase & Co;EOF9201358768;0.0126783000;171.60;USD;2.00;;;;;;;;
Market buy;2024-01-22 14:35:14.502;US1101221083;BMY;Bristol-Myers Squibb;EOF9201358774;0.0435460000;49.96;USD;2.00;;;;;;;;
Market buy;2024-01-22 14:35:14.536;US57636Q1040;MA;Mastercard;EOF9201358780;0.0049445000;440.00;USD;2.00;;;;;;;;
Market buy;2024-01-22 14:35:14.546;US0378331005;AAPL;Apple;EOF9201358785;0.1122746000;193.88;USD;20.01;;;;;0.03;EUR;;
Market buy;2024-01-22 14:35:14.567;US1912161007;KO;Coca-Cola;EOF9201358794;0.0364230000;59.73;USD;2.00;;;;;;;;
Market buy;2024-01-22 14:35:14.6;US5486611073;LOW;Lowe's;EOF9201358798;0.0050203000;216.68;USD;1.00;;;;;;;;
Market buy;2024-01-22 14:35:14.649;US7134481081;PEP;PepsiCo;EOF9201358813;0.0131392000;165.58;USD;2.00;;;;;;;;
Market buy;2024-01-22 14:35:14.658;CA7800871021;RY;Royal Bank of Canada;EOF9201358819;0.0217880000;99.85;USD;2.00;;;;;;;;
Market buy;2024-01-22 14:35:14.666;US8718291078;SYY;Sysco;EOF9201358822;0.0144000000;75.54;USD;1.00;;;;;;;;
Market buy;2024-01-22 14:35:14.679;US9311421039;WMT;Walmart;EOF9201358825;0.0201276000;162.14;USD;3.00;;;;;;;;
Market buy;2024-01-22 14:35:14.744;US7427181091;PG;Procter & Gamble;EOF9201358846;0.0148576000;146.43;USD;2.00;;;;;;;;
Market buy;2024-01-22 14:35:14.779;US17275R1023;CSCO;Cisco Systems;EOF9201358852;0.0210560000;51.66;USD;1.00;;;;;;;;
Market buy;2024-01-22 14:35:14.812;CH0044328745;CB;Chubb;EOF9201358858;0.0045623000;238.43;USD;1.00;;;;;;;;
Market buy;2024-01-22 14:35:14.832;US4943681035;KMB;Kimberly-Clark;EOF9201358866;0.0088843000;122.44;USD;1.00;;;;;;;;
Market buy;2024-01-22 14:35:14.909;US4781601046;JNJ;Johnson & Johnson;EOF9201358875;0.0134254000;162.05;USD;2.00;;;;;;;;
Market buy;2024-01-22 14:35:14.925;US8243481061;SHW;Sherwin-Williams;EOF9201358881;0.0035562000;305.88;USD;1.00;;;;;;;;
Market buy;2024-01-22 14:35:14.946;CA1363851017;CNQ;Canadian Natural Resources;EOF9201358890;0.0349320000;62.28;USD;2.00;;;;;;;;
Market buy;2024-01-22 14:35:14.979;US2788651006;ECL;Ecolab;EOF9201358903;0.0054262000;200.47;USD;1.00;;;;;;;;
Market buy;2024-01-22 14:35:15.019;US5949181045;MSFT;Microsoft;EOF9201358913;0.0491150000;398.68;USD;18.00;;;;;0.03;EUR;;
Market buy;2024-01-22 14:35:15.11;US0084921008;ADC;Agree Realty;EOF9201358935;0.0175190000;62.09;USD;1.00;;;;;;;;
Market buy;2024-01-22 14:35:15.267;US3695501086;GD;General Dynamics;EOF9201358965;0.0087125000;249.71;USD;2.00;;;;;;;;
Market buy;2024-01-22 14:35:15.278;US00123Q1040;AGNC;AGNC Investment;EOF9201358972;0.1105400000;9.84;USD;1.00;;;;;;;;
Market buy;2024-01-22 14:35:15.351;US3546131018;BEN;Franklin Resources;EOF9201359016;0.0385740000;28.20;USD;1.00;;;;;;;;
Market buy;2024-01-22 14:35:15.413;US8552441094;SBUX;Starbucks;EOF9201359036;0.0116350000;93.49;USD;1.00;;;;;;;;
Market buy;2024-01-22 14:35:15.432;US2910111044;EMR;Emerson Electric;EOF9201359045;0.0113660000;95.70;USD;1.00;;;;;;;;
Market buy;2024-01-22 14:35:15.523;AN8068571086;SLB;Schlumberger;EOF9201359065;0.0219490000;49.56;USD;1.00;;;;;;;;
Market buy;2024-01-22 14:35:15.604;US4592001014;IBM;IBM;EOF9201359068;0.0125142000;173.85;USD;2.00;;;;;;;;
Market buy;2024-01-22 14:35:15.714;US74348T1025;PSEC;Prospect Capital;EOF9201359098;0.1765900000;6.16;USD;1.00;;;;;;;;
Market buy;2024-01-22 14:35:15.792;CA8911605092;TD;Toronto-Dominion Bank;EOF9201359127;0.0179350000;60.65;USD;1.00;;;;;;;;
Market buy;2024-01-22 14:35:15.901;US0530151036;ADP;Automatic Data Processing;EOF9201359157;0.0045579000;238.66;USD;1.00;;;;;;;;
Market buy;2024-01-22 14:35:15.936;US74144T1088;TROW;T Rowe Price;EOF9201359166;0.0098292000;110.67;USD;1.00;;;;;;;;
Market buy;2024-01-22 14:35:16.035;US09290D1019;BLK;BlackRock;EOF9201359179;0.0013455000;808.47;USD;1.00;;;;;;;;
Market buy;2024-01-22 14:35:16.233;US0394831020;ADM;Archer-Daniels-Midland;EOF9201359283;0.0192830000;56.41;USD;1.00;;;;;;;;
Market buy;2024-01-22 14:35:16.309;US5021751020;LTC;LTC Properties;EOF9201359328;0.0676700000;32.15;USD;2.00;;;;;;;;
Market buy;2024-01-22 14:35:16.78;US56035L1044;MAIN;Main Street Capital;EOF9201359438;0.0244010000;44.58;USD;1.00;;;;;;;;
Market buy;2024-01-22 14:35:17.048;US0010551028;AFL;Aflac;EOF9201359528;0.0128470000;84.67;USD;1.00;;;;;;;;
Market buy;2024-01-22 14:35:17.455;US58470H1014;MED;Medifast;EOF9201359688;0.0201290000;54.04;USD;1.00;;;;;;;;
Market buy;2024-01-22 14:35:17.629;US3848021040;GWW;WW Grainger;EOF9201359786;0.0012472000;872.19;USD;1.00;;;;;;;;
Market buy;2024-01-22 14:35:18.503;US85254J1025;STAG;STAG Industrial;EOF9201359998;0.0282690000;38.48;USD;1.00;;;;;;;;
Market buy;2024-01-22 14:35:19.005;US14149Y1082;CAH;Cardinal Health;EOF9201360065;0.0205497000;105.87;USD;2.00;;;;;;;;
Market buy;2024-01-22 14:35:19.301;US4523081093;ITW;Illinois Tool Works;EOF9201360144;0.0042298000;257.17;USD;1.00;;;;;;;;
Market buy;2024-01-22 14:35:20.203;US6703461052;NUE;Nucor;EOF9201360278;0.0064707000;168.11;USD;1.00;;;;;;;;
Market buy;2024-01-22 14:35:20.308;US7766961061;ROP;Roper Technologies;EOF9201360325;0.0019706000;552.00;USD;1.00;;;;;;;;
Market buy;2024-01-22 14:35:22.789;US6935061076;PPG;PPG Industries;EOF9201361276;0.0076487000;142.22;USD;1.00;;;;;;;;
Market buy;2024-01-22 14:35:44.742;US3765361080;GOOD;Gladstone Commercial;EOF9201367511;0.0811790000;13.40;USD;1.00;;;;;;;;
Market buy;2024-01-22 14:36:27.453;US5801351017;MCD;McDonald's;EOF9201376833;0.0072097000;301.76;USD;2.00;;;;;;;;
Market buy;2024-01-24 10:52:36.449;DE0006969603;PUM;Puma;EOF9253329454;100.000.000.000;40.42;EUR;404.20;;;;;;;;
Dividend (Dividend manufactured payment);31/10/2024 09:51;US5021751020;LTC;LTC Properties;;389.142.900.000;0.16;USD;5.79;1.11;USD;;;;;;
Dividend (Dividend);25/09/2024 11:38;IE00B3XXRP09;VUSA;Vanguard S&P 500 (Dist);;214.821.320.000;0.21;GBP;5.46;-0.00;GBP;;;;;;
Market buy;2024-01-29 14:30:01.006;US74348T1025;PSEC;Prospect Capital;EOF9550046578;0.8719200000;6.19;USD;5.00;;;;;0.01;EUR;;
Market buy;2024-01-29 14:30:03.155;US8552441094;SBUX;Starbucks;EOF9550048039;0.0580010000;93.06;USD;5.00;;;;;0.01;EUR;;
Market buy;2024-01-29 14:30:03.303;US0378331005;AAPL;Apple;EOF9550048164;0.5621181000;192.05;USD;100.01;;;;;0.15;EUR;;
Market buy;2024-01-29 14:30:03.693;US00123Q1040;AGNC;AGNC Investment;EOF9550048478;0.5463100000;9.88;USD;5.00;;;;;0.01;EUR;;
Market buy;2024-01-29 14:30:04.301;US57636Q1040;MA;Mastercard;EOF9550049051;0.0246747000;437.50;USD;9.99;;;;;0.01;EUR;;
Market buy;2024-01-29 14:30:05.316;US7766961061;ROP;Roper Technologies;EOF9550049805;0.0097381000;554.23;USD;5.00;;;;;0.01;EUR;;
Market buy;2024-01-29 14:30:05.447;US7134481081;PEP;PepsiCo;EOF9550049864;0.0644797000;167.42;USD;10.00;;;;;0.01;EUR;;
Market buy;2024-01-29 14:30:07.807;CH0044328745;CB;Chubb;EOF9551401251;0.0223838000;241.12;USD;5.00;;;;;0.01;EUR;;
Market buy;2024-01-29 14:30:09.423;US74144T1088;TROW;T Rowe Price;EOF9551402216;0.0489764000;110.20;USD;5.00;;;;;0.01;EUR;;
Market buy;2024-01-29 14:30:11.222;US9311421039;WMT;Walmart;EOF9551403384;0.0985196000;164.35;USD;15.00;;;;;0.02;EUR;;
Market buy;2024-01-29 14:30:11.222;US3765361080;GOOD;Gladstone Commercial;EOF9551403382;0.4042840000;13.35;USD;5.00;;;;;0.01;EUR;;
Market buy;2024-01-29 14:30:11.222;US4523081093;ITW;Illinois Tool Works;EOF9551403383;0.0204811000;263.52;USD;5.00;;;;;0.01;EUR;;
Market buy;2024-01-29 14:30:11.222;US85254J1025;STAG;STAG Industrial;EOF9551403381;0.1415100000;38.14;USD;5.00;;;;;0.01;EUR;;
Market buy;2024-01-29 14:30:13.131;US09290D1019;BLK;BlackRock;EOF9551404633;0.0068318000;790.00;USD;5.00;;;;;0.01;EUR;;
Market buy;2024-01-29 14:30:13.131;US2910111044;EMR;Emerson Electric;EOF9551404634;0.0568720000;94.90;USD;5.00;;;;;0.01;EUR;;
Market buy;2024-01-29 14:30:13.131;US56035L1044;MAIN;Main Street Capital;EOF9551404631;0.1175860000;45.90;USD;5.00;;;;;0.01;EUR;;
Market buy;2024-01-29 14:30:13.131;CA1363851017;CNQ;Canadian Natural Resources;EOF9551404632;0.0302780000;64.32;USD;1.80;;;;;;;;
Market buy;2024-01-29 14:30:13.131;US3695501086;GD;General Dynamics;EOF9551404629;0.0407228000;265.07;USD;10.00;;;;;0.01;EUR;;
Market buy;2024-01-29 14:30:13.131;US58470H1014;MED;Medifast;EOF9551404630;0.0977240000;55.23;USD;5.00;;;;;0.01;EUR;;
Market buy;2024-01-29 14:30:15.768;US1101221083;BMY;Bristol-Myers Squibb;EOF9551407368;0.2176890000;49.59;USD;10.00;;;;;0.01;EUR;;
Market buy;2024-01-29 14:30:15.768;US46625H1005;JPM;JPMorgan Chase & Co;EOF9551407369;0.0626858000;172.20;USD;10.00;;;;;0.01;EUR;;
Market buy;2024-01-29 14:30:15.768;US0530151036;ADP;Automatic Data Processing;EOF9551407366;0.0229511000;235.16;USD;5.00;;;;;0.01;EUR;;
Market buy;2024-01-29 14:30:15.768;US6703461052;NUE;Nucor;EOF9551407367;0.0306868000;175.88;USD;5.00;;;;;0.01;EUR;;
Market buy;2024-01-29 14:30:18.331;US0010551028;AFL;Aflac;EOF9551409473;0.0634970000;85.00;USD;5.00;;;;;0.01;EUR;;
Market buy;2024-01-29 14:30:18.331;US7561091049;O;Realty Income;EOF9551409474;0.1961560000;55.03;USD;9.99;;;;;0.01;EUR;;
Market buy;2024-01-29 14:30:18.331;US3848021040;GWW;WW Grainger;EOF9551409471;0.0060650000;889.89;USD;5.00;;;;;0.01;EUR;;
Market buy;2024-01-29 14:30:18.331;US4781601046;JNJ;Johnson & Johnson;EOF9551409472;0.0677620000;159.30;USD;10.00;;;;;0.01;EUR;;
Market buy;2024-01-29 14:30:18.331;US5801351017;MCD;McDonald's;EOF9551409470;0.0096925000;292.00;USD;2.62;;;;;;;;
Market buy;2024-01-29 14:30:20.282;CA7800871021;RY;Royal Bank of Canada;EOF9551411461;0.1097110000;98.39;USD;9.99;;;;;0.01;EUR;;
Market buy;2024-01-29 14:30:20.282;US5021751020;LTC;LTC Properties;EOF9551411462;0.3374330000;31.99;USD;9.99;;;;;0.01;EUR;;
Market buy;2024-01-29 14:30:20.282;US4592001014;IBM;IBM;EOF9551411459;0.0575307000;187.63;USD;10.00;;;;;0.01;EUR;;
Market buy;2024-01-29 14:30:20.282;US5949181045;MSFT;Microsoft;EOF9551411460;0.2393843000;405.88;USD;90.01;;;;;0.13;EUR;;
Market buy;2024-01-29 14:30:20.282;CA1363851017;CNQ;Canadian Natural Resources;EOF9551411457;0.1378230000;64.19;USD;8.19;;;;;0.01;EUR;;
Market buy;2024-01-29 14:30:20.282;US1912161007;KO;Coca-Cola;EOF9551411458;0.1820010000;59.31;USD;9.99;;;;;0.01;EUR;;
Market buy;2024-01-29 14:30:20.282;US17275R1023;CSCO;Cisco Systems;EOF9551411469;0.1038720000;51.96;USD;5.00;;;;;0.01;EUR;;
Market buy;2024-01-29 14:30:20.282;AN8068571086;SLB;Schlumberger;EOF9551411467;0.1021220000;52.85;USD;5.00;;;;;0.01;EUR;;
Market buy;2024-01-29 14:30:20.282;US14149Y1082;CAH;Cardinal Health;EOF9551411468;0.1020264000;105.80;USD;10.00;;;;;0.01;EUR;;
Market buy;2024-01-29 14:30:20.282;US8718291078;SYY;Sysco;EOF9551411465;0.0718280000;75.14;USD;5.00;;;;;0.01;EUR;;
Market buy;2024-01-29 14:30:20.282;US8243481061;SHW;Sherwin-Williams;EOF9551411466;0.0177451000;304.15;USD;5.00;;;;;0.01;EUR;;
Market buy;2024-01-29 14:30:20.282;US5801351017;MCD;McDonald's;EOF9551411463;0.0273016000;291.74;USD;7.38;;;;;0.01;EUR;;
Market buy;2024-01-29 14:30:20.282;CA8911605092;TD;Toronto-Dominion Bank;EOF9551411464;0.0881170000;61.25;USD;5.00;;;;;0.01;EUR;;
Market buy;2024-01-29 14:30:22.467;US3546131018;BEN;Franklin Resources;EOF9551413849;0.1940040000;27.82;USD;5.00;;;;;0.01;EUR;;
Market buy;2024-01-29 14:30:24.77;US0084921008;ADC;Agree Realty;EOF9551415046;0.0903510000;59.74;USD;5.00;;;;;0.01;EUR;;
Market buy;2024-01-29 14:31:02.608;US0394831020;ADM;Archer-Daniels-Midland;EOF9551415790;0.1003060000;53.80;USD;5.00;;;;;0.01;EUR;;
Market buy;2024-01-29 14:31:11.486;US4943681035;KMB;Kimberly-Clark;EOF9551416182;0.0443782000;121.60;USD;5.00;;;;;0.01;EUR;;
Market buy;2024-01-29 14:31:27.453;US6935061076;PPG;PPG Industries;EOF9551416604;0.0377655000;142.90;USD;5.00;;;;;0.01;EUR;;
Market buy;2024-01-29 14:32:29.597;US7427181091;PG;Procter & Gamble;EOF9551418063;0.0688385000;156.79;USD;10.00;;;;;0.01;EUR;;
Market buy;2024-01-29 14:32:52.993;US5486611073;LOW;Lowe's;EOF9551418682;0.0254760000;211.83;USD;5.00;;;;;0.01;EUR;;
Market buy;2024-01-29 14:34:31.975;US2788651006;ECL;Ecolab;EOF9551420461;0.0271480000;198.74;USD;5.00;;;;;0.01;EUR;;
Dividend (Dividend);10/09/2024 12:56;US4781601046;JNJ;Johnson & Johnson;;50.299.400.000;1.05;USD;4.80;0.94;USD;;;;;;
Dividend (Dividend);12/12/2024 12:58;US5949181045;MSFT;Microsoft;;64.340.504.000;0.71;USD;4.32;0.80;USD;;;;;;
Dividend (Dividend);07/11/2024 12:08;NL0010273215;ASML;ASML;;31.939.301.600;1.29;EUR;4.13;0.73;EUR;;;;;;
Dividend (Dividend manufactured payment);30/09/2024 11:27;US5021751020;LTC;LTC Properties;;278.527.940.000;0.16;USD;4.03;0.79;USD;;;;;;
Dividend (Dividend);04/06/2024 09:05;US4781601046;JNJ;Johnson & Johnson;;39.730.583.000;1.05;USD;3.84;0.74;USD;;;;;;
Dividend (Dividend);30/08/2024 10:45;US5021751020;LTC;LTC Properties;;227.294.440.000;0.16;USD;3.31;0.65;USD;;;;;;
Market buy;2024-02-08 18:52:03.802;US88160R1014;TSLA;Tesla;EOF10052231303;0.0775236000;189.19;USD;13.63;;;;;0.02;EUR;;
Dividend (Dividend);18/12/2024 13:52;MHY8162K2046;SBLK;Star Bulk Carriers;;50.000.000.000;0.60;USD;2.86;0.00;USD;;;;;;
Dividend (Dividend);28/06/2024 15:11;US5021751020;LTC;LTC Properties;;176.060.600.000;0.16;USD;2.66;0.50;USD;;;;;;
Dividend (Dividend);31/07/2024 09:13;US5021751020;LTC;LTC Properties;;176.711.890.000;0.16;USD;2.64;0.50;USD;;;;;;
Dividend (Dividend);27/12/2024 16:03;IE00B8GKDB10;VHYL;Vanguard FTSE All-World High Dividend Yield (Dist);;56.881.974.100;0.34;GBP;2.35;0.00;GBP;;;;;;
Dividend (Dividend);17/12/2024 13:55;US87240R1077;TFSL;TFS Financial;;100.238.400.000;0.24;USD;2.29;0.42;USD;;;;;;
Dividend (Dividend);12/09/2024 11:42;US5949181045;MSFT;Microsoft;;39.227.210.000;0.64;USD;2.27;0.44;USD;;;;;;
Dividend (Dividend);16/12/2024 15:19;US1912161007;KO;Coca-Cola;;54.246.740.000;0.41;USD;2.13;0.39;USD;;;;;;
Dividend (Dividend);07/08/2024 08:21;NL0010273215;ASML;ASML;;16.300.222.600;1.29;EUR;2.11;0.37;EUR;;;;;;
Dividend (Dividend);27/03/2024 12:02;IE00B3XXRP09;VUSA;Vanguard S&P 500 (Dist);;68.861.240.000;0.24;GBP;1.92;-0.00;GBP;;;;;;
Market buy;2024-02-16 08:26:03.028;IE00BGL86Z12;ECAR;iShares Electric Vehicles & Driving Technology (Acc);EOF10354023771;100.000.000.000;7.59;USD;70.61;;;;;0.11;EUR;;
Market buy;2024-02-19 08:05:08.876;IE00BYVQ9F29;NQSE;iShares NASDAQ 100 EUR Hedged (Acc);EOF10450679531;0.4666690000;10.71;EUR;5.00;;;;;;;;
Market buy;2024-02-19 08:05:08.977;IE00B3XXRP09;VUSA;Vanguard S&P 500 (Dist);EOF10450679577;0.2833220000;75.30;GBP;25.01;;;;;0.04;EUR;;
Market buy;2024-02-19 08:05:09.387;IE00B1XNHC34;INRG;iShares Global Clean Energy (Dist);EOF10450679734;0.6440169000;662.25;GBX;5.00;;;;;0.01;EUR;;
Market buy;2024-02-19 08:05:09.466;IE00B8GKDB10;VHYL;Vanguard FTSE All-World High Dividend Yield (Dist);EOF10450679749;0.1702590000;50.10;GBP;9.99;;;;;0.01;EUR;;
Market buy;2024-02-19 08:05:10.547;IE00BFMXYP42;VUKG;Vanguard FTSE 100 (Acc);EOF10450679894;0.4498350000;37.93;GBP;20.00;;;;;0.03;EUR;;
Market buy;2024-02-19 08:05:10.819;IE00BK5BCD43;AIAI;L&G Artificial Intelligence (Acc);EOF10450679936;0.5609690000;19.20;USD;9.99;;;;;0.01;EUR;;
Market buy;2024-02-19 08:05:11.4;IE00BGL86Z12;ECAR;iShares Electric Vehicles & Driving Technology (Acc);EOF10450680019;14.262.300.000;7.55;USD;9.99;;;;;0.01;EUR;;
Market buy;2024-02-19 08:06:35.758;IE00B3WJKG14;IITU;iShares S&P 500 Information Technology Sector (Acc);EOF10450686199;0.6058241900;2112.00;GBX;15.00;;;;;0.02;EUR;;
Dividend (Dividend);26/06/2024 12:03;IE00B3XXRP09;VUSA;Vanguard S&P 500 (Dist);;71.641.020.000;0.20;GBP;1.73;-0.00;GBP;;;;;;
Market buy;2024-02-22 14:35:07.437;US7561091049;O;Realty Income;EOF10650190266;0.0411040000;52.80;USD;2.01;;;;;;;;
Market buy;2024-02-22 14:35:07.505;CA1363851017;CNQ;Canadian Natural Resources;EOF10650190272;0.0333320000;65.11;USD;2.01;;;;;;;;
Market buy;2024-02-22 14:35:07.505;US5486611073;LOW;Lowe's;EOF10650190271;0.0047202000;228.74;USD;1.00;;;;;;;;
Market buy;2024-02-22 14:35:07.531;US5949181045;MSFT;Microsoft;EOF10650190278;0.0477465000;409.32;USD;18.10;;;;;0.03;EUR;;
Market buy;2024-02-22 14:35:07.59;US4781601046;JNJ;Johnson & Johnson;EOF10650190287;0.0136962000;158.46;USD;2.01;;;;;;;;
Market buy;2024-02-22 14:35:07.608;US0378331005;AAPL;Apple;EOF10650190290;0.1186422000;183.02;USD;20.11;;;;;0.03;EUR;;
Market buy;2024-02-22 14:35:07.627;US2910111044;EMR;Emerson Electric;EOF10650190296;0.0102022000;105.83;USD;1.00;;;;;;;;
Market buy;2024-02-22 14:35:07.627;US0530151036;ADP;Automatic Data Processing;EOF10650190295;0.0042446000;254.37;USD;1.00;;;;;;;;
Market buy;2024-02-22 14:35:07.678;US1101221083;BMY;Bristol-Myers Squibb;EOF10650190310;0.0429160000;50.57;USD;2.01;;;;;;;;
Market buy;2024-02-22 14:35:07.678;CA8911605092;TD;Toronto-Dominion Bank;EOF10650190309;0.0179710000;60.08;USD;1.00;;;;;;;;
Market buy;2024-02-22 14:35:07.752;US7427181091;PG;Procter & Gamble;EOF10650190315;0.0136496000;159.00;USD;2.01;;;;;;;;
Market buy;2024-02-22 14:35:07.771;US17275R1023;CSCO;Cisco Systems;EOF10650190318;0.0223440000;48.32;USD;1.00;;;;;;;;
Market buy;2024-02-22 14:35:07.837;US1912161007;KO;Coca-Cola;EOF10650190321;0.0357360000;60.73;USD;2.01;;;;;;;;
Market buy;2024-02-22 14:35:07.852;US8552441094;SBUX;Starbucks;EOF10650190327;0.0114180000;94.56;USD;1.00;;;;;;;;
Market buy;2024-02-22 14:35:07.852;US8243481061;SHW;Sherwin-Williams;EOF10650190326;0.0034041000;317.17;USD;1.00;;;;;;;;
Market buy;2024-02-22 14:35:07.927;US46625H1005;JPM;JPMorgan Chase & Co;EOF10650190336;0.0119536000;181.56;USD;2.01;;;;;;;;
Market buy;2024-02-22 14:35:08.024;CA7800871021;RY;Royal Bank of Canada;EOF10650190378;0.0221160000;98.13;USD;2.01;;;;;;;;
Market buy;2024-02-22 14:35:08.038;US4592001014;IBM;IBM;EOF10650190381;0.0118407000;183.29;USD;2.01;;;;;;;;
Market buy;2024-02-22 14:35:08.107;US9311421039;WMT;Walmart;EOF10650190398;0.0187276000;173.54;USD;3.01;;;;;;;;
Market buy;2024-02-22 14:35:08.163;US3695501086;GD;General Dynamics;EOF10650190407;0.0079857000;271.77;USD;2.01;;;;;;;;
Market buy;2024-02-22 14:35:08.204;US57636Q1040;MA;Mastercard;EOF10650190420;0.0046794000;463.79;USD;2.01;;;;;;;;
Market buy;2024-02-22 14:35:08.238;US00123Q1040;AGNC;AGNC Investment;EOF10650190429;0.1137700000;9.49;USD;1.00;;;;;;;;
Market buy;2024-02-22 14:35:08.279;US14149Y1082;CAH;Cardinal Health;EOF10650190443;0.0204957000;105.89;USD;2.01;;;;;;;;
Market buy;2024-02-22 14:35:08.289;US0010551028;AFL;Aflac;EOF10650190446;0.0135240000;79.83;USD;1.00;;;;;;;;
Market buy;2024-02-22 14:35:08.328;US5801351017;MCD;McDonald's;EOF10650190449;0.0073807000;294.05;USD;2.01;;;;;;;;
Market buy;2024-02-22 14:35:08.379;US0084921008;ADC;Agree Realty;EOF10650190458;0.0189080000;57.10;USD;1.00;;;;;;;;
Market buy;2024-02-22 14:35:08.439;AN8068571086;SLB;Schlumberger;EOF10650190467;0.0219850000;49.11;USD;1.00;;;;;;;;
Market buy;2024-02-22 14:35:08.466;US3546131018;BEN;Franklin Resources;EOF10650190476;0.0398410000;27.10;USD;1.00;;;;;;;;
Market buy;2024-02-22 14:35:08.466;US8718291078;SYY;Sysco;EOF10650190475;0.0136030000;79.37;USD;1.00;;;;;;;;
Market buy;2024-02-22 14:35:08.493;US4943681035;KMB;Kimberly-Clark;EOF10650190481;0.0090480000;119.33;USD;1.00;;;;;;;;
Market buy;2024-02-22 14:35:08.539;US0394831020;ADM;Archer-Daniels-Midland;EOF10650190484;0.0202600000;53.29;USD;1.00;;;;;;;;
Market buy;2024-02-22 14:35:08.554;US7134481081;PEP;PepsiCo;EOF10650190487;0.0129400000;167.72;USD;2.01;;;;;;;;
Market buy;2024-02-22 14:35:08.688;US3765361080;GOOD;Gladstone Commercial;EOF10650190539;0.0868620000;12.43;USD;1.00;;;;;;;;
Market buy;2024-02-22 14:35:09.135;US6703461052;NUE;Nucor;EOF10650190641;0.0058195000;185.53;USD;1.00;;;;;;;;
Market buy;2024-02-22 14:35:09.148;US7766961061;ROP;Roper Technologies;EOF10650190650;0.0019397000;556.61;USD;1.00;;;;;;;;
Market buy;2024-02-22 14:35:09.161;US56035L1044;MAIN;Main Street Capital;EOF10650190653;0.0239450000;45.09;USD;1.00;;;;;;;;
Market buy;2024-02-22 14:35:09.548;US6935061076;PPG;PPG Industries;EOF10650190768;0.0075235000;143.51;USD;1.00;;;;;;;;
Market buy;2024-02-22 14:35:10.478;US2788651006;ECL;Ecolab;EOF10650190893;0.0049475000;218.23;USD;1.00;;;;;;;;
Market buy;2024-02-22 14:35:11.029;US09290D1019;BLK;BlackRock;EOF10650190972;0.0013293000;812.18;USD;1.00;;;;;;;;
Market buy;2024-02-22 14:35:11.148;US4523081093;ITW;Illinois Tool Works;EOF10650191001;0.0041737000;258.69;USD;1.00;;;;;;;;
